run_id,target_name,family,type,jpc,d_total,d_spacing,d_mass,score_used,score_mode,enough_levels_full,enough_levels_partial,n_levels_sim,policy_status,policy_reason,policy_rejected,policy_preferred_parity,policy_allowed_k,run_dominant_parity,run_k_used,run_sector_confidence
0.0,meson_ds0_2317,charmed_meson,meson,0+,90.61527040618243,nan,90.61527040618243,90.61527040618243,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_ds1_2460,charmed_meson,meson,1+,101.09221422955714,nan,101.09221422955714,101.09221422955714,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_ds1_2536,charmed_meson,meson,1+,29.02305716084715,nan,29.02305716084715,29.02305716084715,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_ds_star_2180_DOF,charmed_meson,meson,1-,21.146115109388482,nan,21.146115109388482,21.146115109388482,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,omega_baryon,strange_baryon,baryon,3/2+,7.8483005531027645,nan,7.8483005531027645,7.8483005531027645,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,xi_minus,strange_baryon,baryon,1/2+,31.67693980415301,nan,31.67693980415301,31.67693980415301,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,xi_zero,strange_baryon,baryon,1/2+,32.02693978665301,nan,32.02693978665301,32.02693978665301,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,sigma_star_1385,strange_baryon,baryon,3/2+,28.626939956653008,nan,28.626939956653008,28.626939956653008,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_phi_1680,meson,vector,1-,6.863470522413238,nan,6.863470522413238,6.863470522413238,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,meson_d_star_zero,charmed_meson,meson,1-,1.841942619649909,nan,1.841942619649909,1.841942619649909,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_d_star_plus,charmed_meson,meson,1-,2.7730584733470662,nan,2.7730584733470662,2.7730584733470662,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_ds_star,charmed_meson,meson,1-,5.248705566376485,nan,5.248705566376485,5.248705566376485,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,meson_ds_star_2090_DOF,charmed_meson,meson,1-,3.870319096276593,nan,3.870319096276593,3.870319096276593,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,xi_c_plus,charmed_baryon,baryon,1/2+,42.76426078964492,nan,42.76426078964492,42.76426078964492,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,rho_1700,rho_like,meson,1-,9.381552735137891,nan,9.381552735137891,9.381552735137891,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,nucleon_1720,nucleon_like,baryon,3/2+,5.863470547413237,nan,5.863470547413237,5.863470547413237,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,sigma_1775,strange_baryon,baryon,5/2-,5.984627392512423,nan,5.984627392512423,5.984627392512423,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,chi_c0,charmonium,meson,0+,146.01710262228974,nan,146.01710262228974,146.01710262228974,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,chi_c1,charmonium,meson,1+,311.2921721895656,nan,311.2921721895656,311.2921721895656,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,chi_c2,charmonium,meson,2+,106.7640710317286,nan,106.7640710317286,106.7640710317286,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,psi_2s,charmonium,meson,1-,69.25844411926224,nan,69.25844411926224,69.25844411926224,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,sigma_c_2455,charmed_baryon,baryon,1/2+,166.4870019176661,nan,166.4870019176661,166.4870019176661,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,sigma_c_2520,charmed_baryon,baryon,3/2+,147.58142006769108,nan,147.58142006769108,147.58142006769108,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,lambda_c_2595,charmed_baryon,baryon,1/2-,106.24351099941484,nan,106.24351099941484,106.24351099941484,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,lambda_c_2625,charmed_baryon,baryon,3/2-,44.89740848950611,nan,44.89740848950611,44.89740848950611,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,xi_c_prime_2575,charmed_baryon,baryon,1/2+,155.86525409368642,nan,155.86525409368642,155.86525409368642,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,xi_c_2645,charmed_baryon,baryon,3/2+,34.57305688334715,nan,34.57305688334715,34.57305688334715,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,psi_3770,charmonium,meson,1-,72.77844397846224,nan,72.77844397846224,72.77844397846224,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,chi_c1_3872,charmonium,meson,1+,383.4921577495684,nan,383.4921577495684,383.4921577495684,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,psi_4040,charmonium,meson,1-,69.48203675859877,nan,69.48203675859877,69.48203675859877,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,psi_4160,charmonium,meson,1-,89.45844331126226,nan,89.45844331126226,89.45844331126226,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,chi_c0_3915,charmonium,meson,0+,65.44870355970988,nan,65.44870355970988,65.44870355970988,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,psi_4230,charmonium,meson,1-,91.01844324886228,nan,91.01844324886228,91.01844324886228,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,chi_c0_4500,charmonium,meson,0+,85.04870290637658,nan,85.04870290637658,85.04870290637658,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
0.0,eta_c_2s,charmonium,meson,0-,31.193724834190277,nan,31.193724834190277,31.193724834190277,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,lambda_c_2765,charmed_baryon,baryon,1/2-,8.114611641253884,nan,8.114611641253884,8.114611641253884,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
0.0,lambda_c_2860,charmed_baryon,baryon,3/2+,36.05844544726217,nan,36.05844544726217,36.05844544726217,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,electron,lepton,elementary,1/2+,15263.331502184978,nan,15263.331502184978,15263.331502184978,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,muon,lepton,elementary,1/2+,142.1199271430073,nan,142.1199271430073,142.1199271430073,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,pion,pion_like,meson,0-,27.757187715856244,nan,27.757187715856244,27.757187715856244,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,eta,eta_like,meson,0-,16.330989953650167,nan,16.330989953650167,16.330989953650167,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,rho,rho_like,meson,1-,9.398242551896967,nan,9.398242551896967,9.398242551896967,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,omega_782,omega_like,meson,1-,14.897187973056239,nan,14.897187973056239,14.897187973056239,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,proton,baryon,baryon,1/2+,11.77718803545624,nan,11.77718803545624,11.77718803545624,total,0,0,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,neutron,baryon,baryon,1/2+,11.75718803585624,nan,11.75718803585624,11.75718803585624,total,0,0,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,eta_prime,eta_prime_like,meson,0-,11.37718804345624,nan,11.37718804345624,11.37718804345624,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,phi,phi_like,meson,1-,12.696485021337876,nan,12.696485021337876,12.696485021337876,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,lambda,baryon,baryon,1/2+,8.237188106256237,nan,8.237188106256237,8.237188106256237,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,sigma,baryon,baryon,1/2+,6.757188135856236,nan,6.757188135856236,6.757188135856236,total,0,0,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,delta_1232,delta_like,baryon,3/2+,2.948594106014059,nan,2.948594106014059,2.948594106014059,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,delta_1600,delta_like,baryon,3/2+,0.4876039064159746,nan,0.4876039064159746,0.4876039064159746,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,delta_1620,delta_like,baryon,1/2-,4.79752423551982,nan,4.79752423551982,4.79752423551982,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,delta_1700,delta_like,baryon,3/2-,4.071022393110218,nan,4.071022393110218,4.071022393110218,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,delta_1900,delta_like,baryon,3/2+,6.219009670516504,nan,6.219009670516504,6.219009670516504,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,delta_1910,delta_like,baryon,1/2+,7.662811575743767,nan,7.662811575743767,7.662811575743767,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,delta_1920,delta_like,baryon,3/2+,9.828514415537137,nan,9.828514415537137,9.828514415537137,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,delta_1930,delta_like,baryon,5/2-,10.078514409287138,nan,10.078514409287138,10.078514409287138,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,delta_1950,delta_like,baryon,7/2+,8.462811559743768,nan,8.462811559743768,8.462811559743768,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,tau,lepton,elementary,1/2+,12.507028697148561,nan,12.507028697148561,12.507028697148561,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,deuteron,nucleus,composite,1+,11.624685827510472,nan,11.624685827510472,11.624685827510472,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,triton,nucleus,composite,1/2+,42.735389223153696,nan,42.735389223153696,42.735389223153696,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,helium3,nucleus,composite,1/2+,1281.5309123490877,nan,1281.5309123490877,1281.5309123490877,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,alpha,nucleus,composite,0+,73.35135043662164,nan,73.35135043662164,73.35135043662164,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,carbon12,nucleus,composite,0+,96.48000489969996,nan,96.48000489969996,96.48000489969996,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,eta_c,charmonium,meson,0-,48.571351262621626,nan,48.571351262621626,48.571351262621626,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,j_psi,charmonium,meson,1-,20.935207540197233,nan,20.935207540197233,20.935207540197233,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,lambda_c,charmed_baryon,baryon,1/2+,37.980027423498626,nan,37.980027423498626,37.980027423498626,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_d0,charmed_meson,meson,0-,16.89902847754858,nan,16.89902847754858,16.89902847754858,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,meson_d_plus,charmed_meson,meson,0-,9.531682692175485,nan,9.531682692175485,9.531682692175485,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,meson_ds,charmed_meson,meson,0-,14.70468572484381,nan,14.70468572484381,14.70468572484381,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,meson_ds0_2317,charmed_meson,meson,0+,197.5350972287257,nan,197.5350972287257,197.5350972287257,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_ds1_2460,charmed_meson,meson,1+,186.628079964384,nan,186.628079964384,186.628079964384,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_ds1_2536,charmed_meson,meson,1+,50.40702680214867,nan,50.40702680214867,50.40702680214867,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_ds_star_2180_DOF,charmed_meson,meson,1-,63.91405225359477,nan,63.91405225359477,63.91405225359477,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,omega_baryon,strange_baryon,baryon,3/2+,4.031682844953253,nan,4.031682844953253,4.031682844953253,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,xi_minus,strange_baryon,baryon,1/2+,10.292970162851494,nan,10.292970162851494,10.292970162851494,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,xi_zero,strange_baryon,baryon,1/2+,10.642970145351489,nan,10.642970145351489,10.642970145351489,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,sigma_star_1385,strange_baryon,baryon,3/2+,7.242970315351489,nan,7.242970315351489,7.242970315351489,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_phi_1680,meson,vector,1-,3.8285145655371347,nan,3.8285145655371347,3.8285145655371347,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,meson_d_star_zero,charmed_meson,meson,1-,16.901076392567735,nan,16.901076392567735,16.901076392567735,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_d_star_plus,charmed_meson,meson,1-,24.157028114648583,nan,24.157028114648583,24.157028114648583,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_ds_star,charmed_meson,meson,1-,19.504685564843818,nan,19.504685564843818,19.504685564843818,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,meson_ds_star_2090_DOF,charmed_meson,meson,1-,16.089730581721977,nan,16.089730581721977,16.089730581721977,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,xi_c_plus,charmed_baryon,baryon,1/2+,78.40420900381591,nan,78.40420900381591,78.40420900381591,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,rho_1700,rho_like,meson,1-,7.725623148975073,nan,7.725623148975073,7.725623148975073,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,nucleon_1720,nucleon_like,baryon,3/2+,4.828514540537136,nan,4.828514540537136,4.828514540537136,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,sigma_1775,strange_baryon,baryon,5/2-,8.271352605954911,nan,8.271352605954911,8.271352605954911,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,chi_c0,charmonium,meson,0+,188.78503976649603,nan,188.78503976649603,188.78503976649603,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,chi_c1,charmonium,meson,1+,396.8280379243924,nan,396.8280379243924,396.8280379243924,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,chi_c2,charmonium,meson,2+,135.27603007826468,nan,135.27603007826468,135.27603007826468,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,psi_2s,charmonium,meson,1-,86.3656200033752,nan,86.3656200033752,86.3656200033752,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,sigma_c_2455,charmed_baryon,baryon,1/2+,309.04675913441366,nan,309.04675913441366,309.04675913441366,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,sigma_c_2520,charmed_baryon,baryon,3/2+,259.53935259441033,nan,259.53935259441033,259.53935259441033,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,lambda_c_2595,charmed_baryon,baryon,1/2-,177.52340148776642,nan,177.52340148776642,177.52340148776642,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,lambda_c_2625,charmed_baryon,baryon,3/2-,73.40936753604218,nan,73.40936753604218,73.40936753604218,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,xi_c_prime_2575,charmed_baryon,baryon,1/2+,262.78508091622973,nan,262.78508091622973,262.78508091622973,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,xi_c_2645,charmed_baryon,baryon,3/2+,55.95702652464867,nan,55.95702652464867,55.95702652464867,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,psi_3770,charmonium,meson,1-,89.8856198625752,nan,89.8856198625752,89.8856198625752,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,chi_c1_3872,charmonium,meson,1+,469.02802348439525,nan,469.02802348439525,469.02802348439525,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,psi_4040,charmonium,meson,1-,83.7380167570661,nan,83.7380167570661,83.7380167570661,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,psi_4160,charmonium,meson,1-,106.56561919537522,nan,106.56561919537522,106.56561919537522,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,chi_c0_3915,charmonium,meson,0+,79.70468355817722,nan,79.70468355817722,79.70468355817722,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,psi_4230,charmonium,meson,1-,108.12561913297525,nan,108.12561913297525,108.12561913297525,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,chi_c0_4500,charmonium,meson,0+,99.30468290484392,nan,99.30468290484392,99.30468290484392,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
1.0,eta_c_2s,charmonium,meson,0-,39.11371383956085,nan,39.11371383956085,39.11371383956085,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,lambda_c_2765,charmed_baryon,baryon,1/2-,12.391405740585942,nan,12.391405740585942,12.391405740585942,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,0.987441
1.0,lambda_c_2860,charmed_baryon,baryon,3/2+,53.16562133137514,nan,53.16562133137514,53.16562133137514,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,0.987441
2.0,electron,lepton,elementary,1/2+,16211.273644163559,nan,16211.273644163559,16211.273644163559,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,1.0
2.0,muon,lepton,elementary,1/2+,151.59944240905577,nan,151.59944240905577,151.59944240905577,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,1.0
2.0,pion,pion_like,meson,0-,29.65309092073818,nan,29.65309092073818,29.65309092073818,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
2.0,eta,eta_like,meson,0-,17.910909296318177,nan,17.910909296318177,17.910909296318177,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
2.0,rho,rho_like,meson,1-,10.583182063835224,nan,10.583182063835224,10.583182063835224,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
2.0,omega_782,omega_like,meson,1-,16.793091177938177,nan,16.793091177938177,16.793091177938177,total,0,0,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
2.0,proton,baryon,baryon,1/2+,13.673091240338177,nan,13.673091240338177,13.673091240338177,total,0,0,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,1.0
